"dec1","dec2","dec3","hex1","hex2","hex3","hex4","modrm","#operands","operand1","operand2","66H ?","REP ?","REPE ?","mnemonic","#asm_operands","asm operand1","asm operand2","asm operand3","eflags","fpu flags","exception fpu","exception p","exception r","exception v"
0,15,217,,"0F","D9",,"/r",0,,,FALSE,,,"psubusw",2,"mm","mm/m64",,,,,,,
102,15,217,66,"0F","D9",,"/r",0,,,FALSE,,,"psubusw",2,"xmm","xmm/m128",,,,,,,
0,15,218,,"0F","DA",,"/r",0,,,FALSE,,,"pminub",2,"mm","mm/m64",,,,,,,
102,15,218,66,"0F","DA",,"/r",0,,,FALSE,,,"pminub",2,"xmm","xmm/m128",,,,,,,
0,15,219,,"0F","DB",,"/r",0,,,FALSE,,,"pand",2,"mm","mm/m64",,,,,,,
102,15,219,66,"0F","DB",,"/r",0,,,FALSE,,,"pand",2,"xmm","xmm/m128",,,,,,,
0,15,220,,"0F","DC",,"/r",0,,,FALSE,,,"paddusb",2,"mm","mm/m64",,,,,,,
102,15,220,66,"0F","DC",,"/r",0,,,FALSE,,,"paddusb",2,"xmm","xmm/m128",,,,,,,
0,15,221,,"0F","DD",,"/r",0,,,FALSE,,,"paddusw",2,"mm","mm/m64",,,,,,,
102,15,221,66,"0F","DD",,"/r",0,,,FALSE,,,"paddusw",2,"xmm","xmm/m128",,,,,,,
0,15,222,,"0F","DE",,"/r",0,,,FALSE,,,"pmaxub",2,"mm","mm/m64",,,,,,,
102,15,222,66,"0F","DE",,"/r",0,,,FALSE,,,"pmaxub",2,"xmm","xmm/m128",,,,,,,
0,15,223,,"0F","DF",,"/r",0,,,FALSE,,,"pandn",2,"mm","mm/m64",,,,,,,
102,15,223,66,"0F","DF",,"/r",0,,,FALSE,,,"pandn",2,"xmm","xmm/m128",,,,,,,
0,15,224,,"0F","E0",,"/r",0,,,FALSE,,,"pavgb",2,"mm","mm/m64",,,,,,,
102,15,224,66,"0F","E0",,"/r",0,,,FALSE,,,"pavgb",2,"xmm","xmm/m128",,,,,,,
0,15,225,,"0F","E1",,"/r",0,,,FALSE,,,"psraw",2,"mm","mm/m64",,,,,,,
102,15,225,66,"0F","E1",,"/r",0,,,FALSE,,,"psraw",2,"xmm","xmm/m128",,,,,,,
0,15,226,,"0F","E2",,"/r",0,,,FALSE,,,"psrad",2,"mm","mm/m64",,,,,,,
102,15,226,66,"0F","E2",,"/r",0,,,FALSE,,,"psrad",2,"xmm","xmm/m128",,,,,,,
0,15,227,,"0F","E3",,"/r",0,,,FALSE,,,"pavgw",2,"mm","mm/m64",,,,,,,
102,15,227,66,"0F","E3",,"/r",0,,,FALSE,,,"pavgw",2,"xmm","xmm/m128",,,,,,,
0,15,228,,"0F","E4",,"/r",0,,,FALSE,,,"pmulhuw",2,"mm","mm/m64",,,,,,,
102,15,228,66,"0F","E4",,"/r",0,,,FALSE,,,"pmulhuw",2,"xmm","xmm/m128",,,,,,,
0,15,229,,"0F","E5",,"/r",0,,,FALSE,,,"pmulhw",2,"mm","mm/m64",,,,,,,
102,15,229,66,"0F","E5",,"/r",0,,,FALSE,,,"pmulhw",2,"xmm","xmm/m128",,,,,,,
102,15,230,66,"0F","E6",,"/r",0,,,FALSE,,,"cvttpd2dq",2,"xmm","xmm/m128",,,,,,,
242,15,230,"F2","0F","E6",,"/r",0,,,FALSE,,,"cvtpd2dq",2,"xmm","xmm/m128",,,,,,,
243,15,230,"F3","0F","E6",,"/r",0,,,FALSE,,,"cvtdq2pd",2,"xmm","xmm/m64",,,,,,,
0,15,231,,"0F","E7",,"/r",0,,,FALSE,,,"movntq",2,"m 64","mm",,,,,,,
102,15,231,66,"0F","E7",,"/r",0,,,FALSE,,,"movntdq",2,"m 128","xmm",,,,,,,
0,15,232,,"0F","E8",,"/r",0,,,FALSE,,,"psubsb",2,"mm","mm/m64",,,,,,,
102,15,232,66,"0F","E8",,"/r",0,,,FALSE,,,"psubsb",2,"xmm","xmm/m128",,,,,,,
0,15,233,,"0F","E9",,"/r",0,,,FALSE,,,"psubsw",2,"mm","mm/m64",,,,,,,
102,15,233,66,"0F","E9",,"/r",0,,,FALSE,,,"psubsw",2,"xmm","xmm/m128",,,,,,,
0,15,234,,"0F","EA",,"/r",0,,,FALSE,,,"pminsw",2,"mm","mm/m64",,,,,,,
102,15,234,66,"0F","EA",,"/r",0,,,FALSE,,,"pminsw",2,"xmm","xmm/m128",,,,,,,
0,15,235,,"0F","EB",,"/r",0,,,FALSE,,,"por",2,"mm","mm/m64",,,,,,,
102,15,235,66,"0F","EB",,"/r",0,,,FALSE,,,"por",2,"xmm","xmm/m128",,,,,,,
0,15,236,,"0F","EC",,"/r",0,,,FALSE,,,"paddsb",2,"mm","mm/m64",,,,,,,
102,15,236,66,"0F","EC",,"/r",0,,,FALSE,,,"paddsb",2,"xmm","xmm/m128",,,,,,,
0,15,237,,"0F","ED",,"/r",0,,,FALSE,,,"paddsw",2,"mm","mm/m64",,,,,,,
102,15,237,66,"0F","ED",,"/r",0,,,FALSE,,,"paddsw",2,"xmm","xmm/m128",,,,,,,
0,15,238,,"0F","EE",,"/r",0,,,FALSE,,,"pmaxsw",2,"mm","mm/m64",,,,,,,
102,15,238,66,"0F","EE",,"/r",0,,,FALSE,,,"pmaxsw",2,"xmm","xmm/m128",,,,,,,
0,15,239,,"0F","EF",,"/r",0,,,FALSE,,,"pxor",2,"mm","mm/m64",,,,,,,
102,15,239,66,"0F","EF",,"/r",0,,,FALSE,,,"pxor",2,"xmm","xmm/m128",,,,,,,
242,15,240,"F2","0F","F0",,"/r",0,,,FALSE,,,"lddqu",2,"xmm","m 128",,,,,,,
0,15,241,,"0F","F1",,"/r",0,,,FALSE,,,"psllw",2,"mm","mm/m64",,,,,,,
102,15,241,66,"0F","F1",,"/r",0,,,FALSE,,,"psllw",2,"xmm","xmm/m128",,,,,,,
0,15,242,,"0F","F2",,"/r",0,,,FALSE,,,"pslld",2,"mm","mm/m64",,,,,,,
102,15,242,66,"0F","F2",,"/r",0,,,FALSE,,,"pslld",2,"xmm","xmm/m128",,,,,,,
0,15,243,,"0F","F3",,"/r",0,,,FALSE,,,"psllq",2,"mm","mm/m64",,,,,,,
102,15,243,66,"0F","F3",,"/r",0,,,FALSE,,,"psllq",2,"xmm","xmm/m128",,,,,,,
0,15,244,,"0F","F4",,"/r",0,,,FALSE,,,"pmuludq",2,"mm","mm/m64",,,,,,,
102,15,244,66,"0F","F4",,"/r",0,,,FALSE,,,"pmuludq",2,"xmm","xmm/m128",,,,,,,
0,15,245,,"0F","F5",,"/r",0,,,FALSE,,,"pmaddwd",2,"mm","mm/m64",,,,,,,
102,15,245,66,"0F","F5",,"/r",0,,,FALSE,,,"pmaddwd",2,"xmm","xmm/m128",,,,,,,
0,15,246,,"0F","F6",,"/r",0,,,FALSE,,,"psadbw",2,"mm","mm/m64",,,,,,,
102,15,246,66,"0F","F6",,"/r",0,,,FALSE,,,"psadbw",2,"xmm","xmm/m128",,,,,,,
0,15,247,,"0F","F7",,"/r",0,,,FALSE,,,"maskmovq",2,"mm","mm",,,,,,,
102,15,247,66,"0F","F7",,"/r",0,,,FALSE,,,"maskmovdqu",2,"xmm","xmm",,,,,,,
0,15,248,,"0F","F8",,"/r",0,,,FALSE,,,"psubb",2,"mm","mm/m64",,,,,,,
102,15,248,66,"0F","F8",,"/r",0,,,FALSE,,,"psubb",2,"xmm","xmm/m128",,,,,,,
0,15,249,,"0F","F9",,"/r",0,,,FALSE,,,"psubw",2,"mm","mm/m64",,,,,,,
102,15,249,66,"0F","F9",,"/r",0,,,FALSE,,,"psubw",2,"xmm","xmm/m128",,,,,,,
0,15,250,,"0F","FA",,"/r",0,,,FALSE,,,"psubd",2,"mm","mm/m64",,,,,,,
102,15,250,66,"0F","FA",,"/r",0,,,FALSE,,,"psubd",2,"xmm","xmm/m128",,,,,,,
0,15,251,,"0F","FB",,"/r",0,,,FALSE,,,"psubq",2,"mm","mm/m64",,,,,,,
102,15,251,66,"0F","FB",,"/r",0,,,FALSE,,,"psubq",2,"xmm","xmm/m128",,,,,,,
0,15,252,,"0F","FC",,"/r",0,,,FALSE,,,"paddb",2,"mm","mm/m64",,,,,,,
102,15,252,66,"0F","FC",,"/r",0,,,FALSE,,,"paddb",2,"xmm","xmm/m128",,,,,,,
0,15,253,,"0F","FD",,"/r",0,,,FALSE,,,"paddw",2,"mm","mm/m64",,,,,,,
102,15,253,66,"0F","FD",,"/r",0,,,FALSE,,,"paddw",2,"xmm","xmm/m128",,,,,,,
0,15,254,,"0F","FE",,"/r",0,,,FALSE,,,"paddd",2,"mm","mm/m64",,,,,,,
102,15,254,66,"0F","FE",,"/r",0,,,FALSE,,,"paddd",2,"xmm","xmm/m128",,,,,,,
