"dec1","dec2","hex1","hex2","hex3","modrm","#operands","operand1","operand2","66H ?","REP ?","REPE ?","mnemonic","#asm_operands","asm operand1","asm operand2","asm operand3","eflags","fpu flags","exception fpu","exception p","exception r","exception v",
222,217,"DE","D9",,,0,,,FALSE,,,"fcompp",0,,,,,"C0,C1,C2,C3","IS,IA,D","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,224,"DE","E0",,,0,,,FALSE,,,"fsubrp",2,"st(0)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,225,"DE","E1",,,0,,,FALSE,,,"fsubrp",2,"st(1)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,226,"DE","E2",,,0,,,FALSE,,,"fsubrp",2,"st(2)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,227,"DE","E3",,,0,,,FALSE,,,"fsubrp",2,"st(3)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,228,"DE","E4",,,0,,,FALSE,,,"fsubrp",2,"st(4)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,229,"DE","E5",,,0,,,FALSE,,,"fsubrp",2,"st(5)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,230,"DE","E6",,,0,,,FALSE,,,"fsubrp",2,"st(6)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,231,"DE","E7",,,0,,,FALSE,,,"fsubrp",2,"st(7)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,232,"DE","E8",,,0,,,FALSE,,,"fsubp",2,"st(0)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,233,"DE","E9",,,0,,,FALSE,,,"fsubp",2,"st(1)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,234,"DE","EA",,,0,,,FALSE,,,"fsubp",2,"st(2)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,235,"DE","EB",,,0,,,FALSE,,,"fsubp",2,"st(3)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,236,"DE","EC",,,0,,,FALSE,,,"fsubp",2,"st(4)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,237,"DE","ED",,,0,,,FALSE,,,"fsubp",2,"st(5)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,238,"DE","EE",,,0,,,FALSE,,,"fsubp",2,"st(6)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,239,"DE","EF",,,0,,,FALSE,,,"fsubp",2,"st(7)","st(0)",,,"C1","IS,IA,D,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,240,"DE","F0",,,0,,,FALSE,,,"fdivrp",2,"st(0)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,241,"DE","F1",,,0,,,FALSE,,,"fdivrp",2,"st(1)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,242,"DE","F2",,,0,,,FALSE,,,"fdivrp",2,"st(2)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,243,"DE","F3",,,0,,,FALSE,,,"fdivrp",2,"st(3)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,244,"DE","F4",,,0,,,FALSE,,,"fdivrp",2,"st(4)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,245,"DE","F5",,,0,,,FALSE,,,"fdivrp",2,"st(5)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,246,"DE","F6",,,0,,,FALSE,,,"fdivrp",2,"st(6)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,247,"DE","F7",,,0,,,FALSE,,,"fdivrp",2,"st(7)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,248,"DE","F8",,,0,,,FALSE,,,"fdivp",2,"st(0)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,249,"DE","F9",,,0,,,FALSE,,,"fdivp",2,"st(1)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,250,"DE","FA",,,0,,,FALSE,,,"fdivp",2,"st(2)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,251,"DE","FB",,,0,,,FALSE,,,"fdivp",2,"st(3)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,252,"DE","FC",,,0,,,FALSE,,,"fdivp",2,"st(4)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,253,"DE","FD",,,0,,,FALSE,,,"fdivp",2,"st(5)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,254,"DE","FE",,,0,,,FALSE,,,"fdivp",2,"st(6)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
222,255,"DE","FF",,,0,,,FALSE,,,"fdivp",2,"st(7)","st(0)",,,"C1","IS,IA,D,Z,U,O,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/0",0,,,FALSE,,,"fild",1,"m 16",,,,"C1","IS","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/1",0,,,FALSE,,,"fisttp",1,"m 16",,,,"C1","IS,IA,P","GP,SS,NM,PF,AC,UD","GP,SS,NM,UD","GP,SS,NM,PF,AC,UD",
223,0,"DF",,,"/2",0,,,FALSE,,,"fist",1,"m 16",,,,"C1","IS,IA,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/3",0,,,FALSE,,,"fistp",1,"m 16",,,,"C1","IS,IA,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/4",0,,,FALSE,,,"fbld",1,"m 80",,,,"C1","IS","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/5",0,,,FALSE,,,"fild",1,"m 64",,,,"C1","IS","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/6",0,,,FALSE,,,"fbstp",1,"m 80",,,,"C1","IS,IA,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,0,"DF",,,"/7",0,,,FALSE,,,"fistp",1,"m 64",,,,"C1","IS,IA,P","GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,224,"DF","E0",,,0,,,FALSE,,,"fnstsw",1,"ax",,,,,,"GP,SS,NM,PF,AC","GP,SS,NM","GP,SS,NM,PF,AC",
223,232,"DF","E8",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(0)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,233,"DF","E9",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(1)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,234,"DF","EA",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(2)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,235,"DF","EB",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(3)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,236,"DF","EC",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(4)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,237,"DF","ED",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(5)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,238,"DF","EE",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(6)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,239,"DF","EF",,,0,,,FALSE,,,"fucomip",2,"st(0)","st(7)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,240,"DF","F0",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(0)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,241,"DF","F1",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(1)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,242,"DF","F2",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(2)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,243,"DF","F3",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(3)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,244,"DF","F4",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(4)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,245,"DF","F5",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(5)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,246,"DF","F6",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(6)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
223,247,"DF","F7",,,0,,,FALSE,,,"fcomip",2,"st(0)","st(7)",,"ZF,PF,CF,OF","C1","IS,IA","NM","NM","NM",
